"","evap_factor","sal","pH_out","pCO2_out","DIC_out","Alk_out","Omega_arag_out","Na_out","Ca_out","Mg_out","K_out","Cl_out","SO4_out"
"34",0.835,44.311377245509,8.14061158035528,0.00036017079785975,2.44311172068334,2.85029700746377,6.37156594154515,596.406684755049,11.9760378464869,66.855536293013,16.7664529850817,717.364667004568,36.5748175862156
"35",0.83,44.578313253012,8.13889761190241,0.00036340268772027,2.45782918570828,2.8674673833262,6.41174525424194,599.999477687609,12.0481822828837,67.2581998618371,16.8674551960372,721.686118744735,36.7951466830501
"36",0.825,44.8484848484849,8.13717102881668,0.000366688111851536,2.47272504332123,2.88484588387468,6.45241220528567,603.635819399005,12.1212011927511,67.665743293089,16.9696816698515,726.059951445791,37.0181464217085
"37",0.82,45.1219512195122,8.13543166245629,0.00037002834789978,2.48780255678401,2.9024363162479,6.49357588496731,607.316506509036,12.1951105724706,68.0782558274668,17.0731548014589,730.48712329099,37.2438656551366
"38",0.815,45.398773006135,8.13367934078234,0.000373424713280545,2.50306506943808,2.92024258101091,6.53524561489531,611.042355186355,12.269926810971,68.4958288948062,17.1778975353594,734.968615977162,37.4723544351198
"39",0.81,45.679012345679,8.13191388826609,0.000376878566705455,2.5185160071761,2.93826867503853,6.57743095549172,614.814201751815,12.3456667018437,68.9185561816146,17.2839333825812,739.505435440436,37.7036640492829
"40",0.805,45.9627329192547,8.13013512579339,0.000380391309778464,2.53415888100563,2.95651869450648,6.62014171378748,618.632903304314,12.4223474559099,69.3465337011219,17.3912864382739,744.098612609005,37.9378470594707
"41",0.8,46.25,8.12834287056446,0.000383964388666794,2.54999728970887,2.97499683799355,6.66338795151081,622.499338370107,12.4999867142592,69.7798598659564,17.4999813999629,748.749204184125,38.1749573415669
"42",0.795,46.5408805031447,8.12653693599316,0.000387599295846232,2.56603492260301,2.99370740970357,6.70717999353799,626.414407576616,12.5786025617794,70.2186355635606,17.6100435864912,753.458293450588,38.4150501268157
"43",0.79,46.8354430379747,8.12471713159837,0.000391297571932259,2.5822755624051,3.01265482280577,6.75152843662756,630.37903435183,12.6582135412014,70.6629642344714,17.721498957682,758.226991117965,38.6581820447133
"44",0.785,47.1337579617834,8.12288326289681,0.000395060807591689,2.59872308820661,3.03184360290766,6.79644415857846,634.394165650437,12.7388386676795,71.1129519535872,17.8343741347512,763.056436193999,38.9044111675371
"45",0.78,47.4358974358974,8.12103513128598,0.00039889064555108,2.61538147856238,3.05127839165605,6.84193832768236,638.460772707875,12.8204974439332,71.5687075145624,17.9486964215065,767.947796891601,39.1537970565891
"46",0.775,47.741935483871,8.11917253392803,0.000402788782695411,2.63225481469902,3.07096395048209,6.88802241263249,642.579851823586,12.9032098759756,72.0303425174638,18.0644938263659,772.90227157094,39.4064008102285
"47",0.77,48.0519480519481,8.11729526362661,0.000406756972270438,2.64934728384844,3.09090516448979,6.9347081928062,646.752425174766,12.9869964894531,72.4979714598422,18.1817950852344,777.921089718242,39.6622851137758
"48",0.765,48.3660130718954,8.11540310869962,0.000410797026191205,2.66666318271201,3.11110704649729,6.98200776898,650.979541662049,13.0718783466275,72.971711831372,18.3006296852785,783.005512962986,39.921514291374
"49",0.76,48.6842105263158,8.1134958528476,0.000414910817462454,2.68420692106156,3.13157474123825,7.02993357450167,655.262277788557,13.1578770640273,73.4516842122253,18.4210278896381,788.156836135232,40.1841543598969
"50",0.755,49.0066225165563,8.11157327501782,0.000419100282717362,2.70198302548339,3.15231352973041,7.07849838693942,659.601738573884,13.2450148308009,73.9380123753515,18.5430207631213,793.376388364974,40.4502730849994
"51",0.75,49.3333333333333,8.10963514926114,0.000423367424883982,2.71999614327204,3.17332883381729,7.12771534020127,663.999058504645,13.3333144278041,74.4308233928469,18.6666401989258,798.665534225466,40.7199400394103
"52",0.745,49.6644295302013,8.10768124458519,0.000427714315982689,2.73825104648095,3.19462622089426,7.17759793719604,668.455402523286,13.4227992474556,74.9302477466038,18.7919189464378,804.025674922588,40.9932266635712
"53",0.74,50,8.10571132480241,0.000432143100063479,2.75675263613714,3.21621140882658,7.2281600630477,672.971967057003,13.5134933143977,75.4364194434424,18.9188906401567,809.45824953242,41.2702063287353
